Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Outcome
2022-08-20T14:00:00+00:00,Leicester,Southampton,1,2,2
2022-08-22T19:00:00+00:00,Manchester United,Liverpool,2,1,1
2022-08-21T15:30:00+00:00,Newcastle,Manchester City,3,3,0
2022-08-20T11:30:00+00:00,Tottenham,Wolves,1,0,1
2022-08-21T13:00:00+00:00,West Ham,Brighton,0,2,2
2022-08-27T16:30:00+00:00,Arsenal,Fulham,2,1,1
2022-08-28T13:00:00+00:00,Aston Villa,West Ham,0,1,2
2022-08-27T14:00:00+00:00,Brentford,Everton,1,1,0
2022-08-27T14:00:00+00:00,Brighton,Leeds,1,0,1
2022-08-27T14:00:00+00:00,Chelsea,Leicester,2,1,1
2022-08-27T14:00:00+00:00,Liverpool,Bournemouth,9,0,1
2022-08-27T14:00:00+00:00,Manchester City,Crystal Palace,4,2,1
2022-08-28T15:30:00+00:00,Nottingham Forest,Tottenham,0,2,2
2022-08-27T11:30:00+00:00,Southampton,Manchester United,0,1,2
2022-08-28T13:00:00+00:00,Wolves,Newcastle,1,1,0
2022-08-31T18:30:00+00:00,Bournemouth,Wolves,0,0,0
2022-08-31T18:30:00+00:00,Arsenal,Aston Villa,2,1,1
2022-08-30T18:30:00+00:00,Fulham,Brighton,2,1,1
2022-08-30T19:00:00+00:00,Leeds,Everton,1,1,0
2022-09-01T19:00:00+00:00,Leicester,Manchester United,0,1,2
2022-08-31T18:45:00+00:00,West Ham,Tottenham,1,1,0
2022-08-30T18:30:00+00:00,Crystal Palace,Brentford,1,1,0
2022-08-30T18:45:00+00:00,Southampton,Chelsea,2,1,1
2022-08-31T19:00:00+00:00,Liverpool,Newcastle,2,1,1
2022-08-31T18:30:00+00:00,Manchester City,Nottingham Forest,6,0,1
2022-09-03T16:30:00+00:00,Aston Villa,Manchester City,1,1,0
2022-09-03T14:00:00+00:00,Brentford,Leeds,5,2,1
2022-09-04T13:00:00+00:00,Brighton,Leicester,5,2,1
2022-09-03T14:00:00+00:00,Chelsea,West Ham,2,1,1
2022-09-03T11:30:00+00:00,Everton,Liverpool,0,0,0
2022-09-04T15:30:00+00:00,Manchester United,Arsenal,3,1,1
2022-09-03T14:00:00+00:00,Newcastle,Crystal Palace,0,0,0
2022-09-03T14:00:00+00:00,Nottingham Forest,Bournemouth,2,3,2
2022-09-03T14:00:00+00:00,Tottenham,Fulham,2,1,1
2022-09-03T14:00:00+00:00,Wolves,Southampton,1,0,1
2022-09-16T19:00:00+00:00,Aston Villa,Southampton,1,0,1
2022-09-18T11:00:00+00:00,Brentford,Arsenal,0,3,2
2022-09-18T13:15:00+00:00,Everton,West Ham,1,0,1
2022-09-17T14:00:00+00:00,Newcastle,Bournemouth,1,1,0
2022-09-16T19:00:00+00:00,Nottingham Forest,Fulham,2,3,2
2022-09-17T16:30:00+00:00,Tottenham,Leicester,6,2,1
2022-09-17T11:30:00+00:00,Wolves,Manchester City,0,3,2
2022-10-01T14:00:00+00:00,Bournemouth,Brentford,0,0,0
2022-10-01T11:30:00+00:00,Arsenal,Tottenham,3,1,1
2022-10-01T14:00:00+00:00,Crystal Palace,Chelsea,1,2,2
2022-10-01T14:00:00+00:00,Fulham,Newcastle,1,4,2
2022-10-02T15:30:00+00:00,Leeds,Aston Villa,0,0,0
2022-10-03T19:00:00+00:00,Leicester,Nottingham Forest,4,0,1
2022-10-01T14:00:00+00:00,Liverpool,Brighton,3,3,0
2022-10-02T13:00:00+00:00,Manchester City,Manchester United,6,3,1
2022-10-01T14:00:00+00:00,Southampton,Everton,1,2,2
2022-10-01T16:30:00+00:00,West Ham,Wolves,2,0,1
2022-10-08T14:00:00+00:00,Bournemouth,Leicester,2,1,1
2022-10-09T15:30:00+00:00,Arsenal,Liverpool,3,2,1
2022-10-08T16:30:00+00:00,Brighton,Tottenham,0,1,2
2022-10-08T14:00:00+00:00,Chelsea,Wolves,3,0,1
2022-10-09T13:00:00+00:00,Crystal Palace,Leeds,2,1,1
2022-10-09T18:00:00+00:00,Everton,Manchester United,1,2,2
2022-10-08T14:00:00+00:00,Manchester City,Southampton,4,0,1
2022-10-08T14:00:00+00:00,Newcastle,Brentford,5,1,1
2022-10-10T19:00:00+00:00,Nottingham Forest,Aston Villa,1,1,0
2022-10-09T13:00:00+00:00,West Ham,Fulham,3,1,1
2022-10-16T13:00:00+00:00,Aston Villa,Chelsea,0,2,2
2022-10-14T19:00:00+00:00,Brentford,Brighton,2,0,1
2022-10-15T14:00:00+00:00,Fulham,Bournemouth,2,2,0
2022-10-16T13:00:00+00:00,Leeds,Arsenal,0,1,2
2022-10-15T11:30:00+00:00,Leicester,Crystal Palace,0,0,0
2022-10-16T15:30:00+00:00,Liverpool,Manchester City,1,0,1
2022-10-16T13:00:00+00:00,Manchester United,Newcastle,0,0,0
2022-10-16T13:00:00+00:00,Southampton,West Ham,1,1,0
2022-10-15T16:30:00+00:00,Tottenham,Everton,2,0,1
2022-10-15T14:00:00+00:00,Wolves,Nottingham Forest,1,0,1
2022-10-19T18:30:00+00:00,Bournemouth,Southampton,0,1,2
2022-10-19T18:30:00+00:00,Brentford,Chelsea,0,0,0
2022-10-18T18:30:00+00:00,Brighton,Nottingham Forest,0,0,0
2022-10-20T18:30:00+00:00,Fulham,Aston Villa,3,0,1
2022-10-20T19:15:00+00:00,Leicester,Leeds,2,0,1
2022-10-18T19:15:00+00:00,Crystal Palace,Wolves,2,1,1
2022-10-19T18:30:00+00:00,Newcastle,Everton,1,0,1
2022-10-19T18:30:00+00:00,Liverpool,West Ham,1,0,1
2022-10-19T19:15:00+00:00,Manchester United,Tottenham,2,0,1
2022-10-23T13:00:00+00:00,Aston Villa,Brentford,4,0,1
2022-10-22T16:30:00+00:00,Chelsea,Manchester United,1,1,0
2022-10-22T14:00:00+00:00,Everton,Crystal Palace,3,0,1
2022-10-23T13:00:00+00:00,Leeds,Fulham,2,3,2
2022-10-22T14:00:00+00:00,Manchester City,Brighton,3,1,1
2022-10-22T11:30:00+00:00,Nottingham Forest,Liverpool,1,0,1
2022-10-23T13:00:00+00:00,Southampton,Arsenal,1,1,0
2022-10-23T15:30:00+00:00,Tottenham,Newcastle,1,2,2
2022-10-24T19:00:00+00:00,West Ham,Bournemouth,2,0,1
2022-10-23T13:00:00+00:00,Wolves,Leicester,0,4,2
2022-10-29T14:00:00+00:00,Bournemouth,Tottenham,2,3,2
2022-10-30T14:00:00+00:00,Arsenal,Nottingham Forest,5,0,1
2022-10-29T14:00:00+00:00,Brentford,Wolves,1,1,0
2022-10-29T14:00:00+00:00,Brighton,Chelsea,4,1,1
2022-10-29T14:00:00+00:00,Crystal Palace,Southampton,1,0,1
2022-10-29T16:30:00+00:00,Fulham,Everton,0,0,0
2022-10-29T11:30:00+00:00,Leicester,Manchester City,0,1,2
2022-10-29T18:45:00+00:00,Liverpool,Leeds,1,2,2
2022-10-30T16:15:00+00:00,Manchester United,West Ham,1,0,1
2022-10-29T14:00:00+00:00,Newcastle,Aston Villa,4,0,1
2022-11-06T14:00:00+00:00,Aston Villa,Manchester United,3,1,1
2022-11-06T12:00:00+00:00,Chelsea,Arsenal,0,1,2
2022-11-05T17:30:00+00:00,Everton,Leicester,0,2,2
2022-11-05T15:00:00+00:00,Leeds,Bournemouth,4,3,1
2022-11-05T15:00:00+00:00,Manchester City,Fulham,2,1,1
2022-11-05T15:00:00+00:00,Nottingham Forest,Brentford,2,2,0
2022-11-06T14:00:00+00:00,Southampton,Newcastle,1,4,2
2022-11-06T16:30:00+00:00,Tottenham,Liverpool,1,2,2
2022-11-06T14:00:00+00:00,West Ham,Crystal Palace,1,2,2
2022-11-05T15:00:00+00:00,Wolves,Brighton,2,3,2
2022-11-12T15:00:00+00:00,Bournemouth,Everton,3,0,1
2022-11-13T14:00:00+00:00,Brighton,Aston Villa,1,2,2
2022-11-13T16:30:00+00:00,Fulham,Manchester United,1,2,2
2022-11-12T15:00:00+00:00,Liverpool,Southampton,3,1,1
2022-11-12T12:30:00+00:00,Manchester City,Brentford,1,2,2
2022-11-12T17:30:00+00:00,Newcastle,Chelsea,1,0,1
2022-11-12T15:00:00+00:00,Nottingham Forest,Crystal Palace,1,0,1
2022-11-12T15:00:00+00:00,Tottenham,Leeds,4,3,1
2022-11-12T15:00:00+00:00,West Ham,Leicester,0,2,2
2022-11-12T19:45:00+00:00,Wolves,Arsenal,0,2,2
2022-12-26T20:00:00+00:00,Arsenal,West Ham,3,1,1
2022-12-26T17:30:00+00:00,Aston Villa,Liverpool,1,3,2
2022-12-26T12:30:00+00:00,Brentford,Tottenham,2,2,0
2022-12-27T17:30:00+00:00,Chelsea,Bournemouth,2,0,1
2022-12-26T15:00:00+00:00,Crystal Palace,Fulham,0,3,2
2022-12-26T15:00:00+00:00,Everton,Wolves,1,2,2
2022-12-28T20:00:00+00:00,Leeds,Manchester City,1,3,2
2022-12-26T15:00:00+00:00,Leicester,Newcastle,0,3,2
2022-12-27T20:00:00+00:00,Manchester United,Nottingham Forest,3,0,1
2022-12-26T15:00:00+00:00,Southampton,Brighton,1,3,2
2022-12-31T15:00:00+00:00,Bournemouth,Crystal Palace,0,2,2
2022-12-31T17:30:00+00:00,Brighton,Arsenal,2,4,2
2022-12-31T15:00:00+00:00,Fulham,Southampton,2,1,1
2022-12-30T20:00:00+00:00,Liverpool,Leicester,2,1,1
2022-12-31T15:00:00+00:00,Manchester City,Everton,1,1,0
2022-12-31T15:00:00+00:00,Newcastle,Leeds,0,0,0
2022-12-30T19:45:00+00:00,West Ham,Brentford,0,2,2
2022-12-31T12:30:00+00:00,Wolves,Manchester United,0,1,2
2023-08-11T19:00:00+00:00,Burnley,Manchester City,0,3,2
2023-08-12T11:30:00+00:00,Arsenal,Nottingham Forest,2,1,1
2023-08-12T14:00:00+00:00,Bournemouth,West Ham,1,1,0
2023-08-12T14:00:00+00:00,Brighton,Luton,4,1,1
2023-08-12T14:00:00+00:00,Everton,Fulham,0,1,2
2023-08-12T14:00:00+00:00,Sheffield Utd,Crystal Palace,0,1,2
2023-08-12T16:30:00+00:00,Newcastle,Aston Villa,5,1,1
2023-08-13T13:00:00+00:00,Brentford,Tottenham,2,2,0
2023-08-13T15:30:00+00:00,Chelsea,Liverpool,1,1,0
2023-08-14T19:00:00+00:00,Manchester United,Wolves,1,0,1
2023-08-20T13:00:00+00:00,Aston Villa,Everton,4,0,1
2023-08-21T19:00:00+00:00,Crystal Palace,Arsenal,0,1,2
2023-08-19T14:00:00+00:00,Fulham,Brentford,0,3,2
2023-08-19T14:00:00+00:00,Liverpool,Bournemouth,3,1,1
2023-10-03T18:30:00+00:00,Luton,Burnley,1,2,2
2023-08-19T19:00:00+00:00,Manchester City,Newcastle,1,0,1
2023-08-18T18:45:00+00:00,Nottingham Forest,Sheffield Utd,2,1,1
2023-08-19T16:30:00+00:00,Tottenham,Manchester United,2,0,1
2023-08-20T15:30:00+00:00,West Ham,Chelsea,3,1,1
2023-08-19T14:00:00+00:00,Wolves,Brighton,1,4,2
2023-08-26T11:30:00+00:00,Bournemouth,Tottenham,0,2,2
2023-08-26T14:00:00+00:00,Arsenal,Fulham,2,2,0
2023-08-26T14:00:00+00:00,Brentford,Crystal Palace,1,1,0
2023-08-26T16:30:00+00:00,Brighton,West Ham,1,3,2
2023-08-27T13:00:00+00:00,Burnley,Aston Villa,1,3,2
2023-08-25T19:00:00+00:00,Chelsea,Luton,3,0,1
2023-08-26T14:00:00+00:00,Everton,Wolves,0,1,2
2023-08-26T14:00:00+00:00,Manchester United,Nottingham Forest,3,2,1
2023-08-27T15:30:00+00:00,Newcastle,Liverpool,1,2,2
2023-08-27T13:00:00+00:00,Sheffield Utd,Manchester City,1,2,2
2023-09-03T15:30:00+00:00,Arsenal,Manchester United,3,1,1
2023-09-02T14:00:00+00:00,Brentford,Bournemouth,2,2,0
2023-09-02T16:30:00+00:00,Brighton,Newcastle,3,1,1
2023-09-02T14:00:00+00:00,Burnley,Tottenham,2,5,2
2023-09-02T14:00:00+00:00,Chelsea,Nottingham Forest,0,1,2
2023-09-03T13:00:00+00:00,Crystal Palace,Wolves,3,2,1
2023-09-03T13:00:00+00:00,Liverpool,Aston Villa,3,0,1
2023-09-01T19:00:00+00:00,Luton,West Ham,1,2,2
2023-09-02T14:00:00+00:00,Manchester City,Fulham,5,1,1
2023-09-02T11:30:00+00:00,Sheffield Utd,Everton,2,2,0
2023-09-17T13:00:00+00:00,Bournemouth,Chelsea,0,0,0
2023-09-16T14:00:00+00:00,Aston Villa,Crystal Palace,3,1,1
2023-09-17T15:30:00+00:00,Everton,Arsenal,0,1,2
2023-09-16T14:00:00+00:00,Fulham,Luton,1,0,1
2023-09-16T14:00:00+00:00,Manchester United,Brighton,1,3,2
2023-09-16T16:30:00+00:00,Newcastle,Brentford,1,0,1
2023-09-18T18:45:00+00:00,Nottingham Forest,Burnley,1,1,0
2023-09-16T14:00:00+00:00,Tottenham,Sheffield Utd,2,1,1
2023-09-16T14:00:00+00:00,West Ham,Manchester City,1,3,2
2023-09-16T11:30:00+00:00,Wolves,Liverpool,1,3,2
2023-09-24T13:00:00+00:00,Arsenal,Tottenham,2,2,0
2023-09-23T16:30:00+00:00,Brentford,Everton,1,3,2
2023-09-24T13:00:00+00:00,Brighton,Bournemouth,3,1,1
2023-09-23T19:00:00+00:00,Burnley,Manchester United,0,1,2
2023-09-24T13:00:00+00:00,Chelsea,Aston Villa,0,1,2
2023-09-23T14:00:00+00:00,Crystal Palace,Fulham,0,0,0
2023-09-24T13:00:00+00:00,Liverpool,West Ham,3,1,1
2023-09-23T14:00:00+00:00,Luton,Wolves,1,1,0
2023-09-23T14:00:00+00:00,Manchester City,Nottingham Forest,2,0,1
2023-09-24T15:30:00+00:00,Sheffield Utd,Newcastle,0,8,2
2023-09-30T14:00:00+00:00,Bournemouth,Arsenal,0,4,2
2023-09-30T11:30:00+00:00,Aston Villa,Brighton,6,1,1
2023-09-30T14:00:00+00:00,Everton,Luton,1,2,2
2023-10-02T19:00:00+00:00,Fulham,Chelsea,0,2,2
2023-09-30T14:00:00+00:00,Manchester United,Crystal Palace,0,1,2
2023-09-30T14:00:00+00:00,Newcastle,Burnley,2,0,1
2023-10-01T13:00:00+00:00,Nottingham Forest,Brentford,1,1,0
2023-09-30T16:30:00+00:00,Tottenham,Liverpool,2,1,1
2023-09-30T14:00:00+00:00,West Ham,Sheffield Utd,2,0,1
2023-09-30T14:00:00+00:00,Wolves,Manchester City,2,1,1
2023-10-08T15:30:00+00:00,Arsenal,Manchester City,1,0,1
2023-10-08T13:00:00+00:00,Brighton,Liverpool,2,2,0
2023-10-07T14:00:00+00:00,Burnley,Chelsea,1,4,2
2023-10-07T16:30:00+00:00,Crystal Palace,Nottingham Forest,0,0,0
2023-10-07T14:00:00+00:00,Everton,Bournemouth,3,0,1
2023-10-07T14:00:00+00:00,Fulham,Sheffield Utd,3,1,1
2023-10-07T11:30:00+00:00,Luton,Tottenham,0,1,2
2023-10-07T14:00:00+00:00,Manchester United,Brentford,2,1,1
2023-10-08T13:00:00+00:00,West Ham,Newcastle,2,2,0
2023-10-08T13:00:00+00:00,Wolves,Aston Villa,1,1,0
2023-10-21T14:00:00+00:00,Bournemouth,Wolves,1,2,2
2023-10-22T15:30:00+00:00,Aston Villa,West Ham,4,1,1
2023-10-21T14:00:00+00:00,Brentford,Burnley,3,0,1
2023-10-21T16:30:00+00:00,Chelsea,Arsenal,2,2,0
2023-10-21T11:30:00+00:00,Liverpool,Everton,2,0,1
2023-10-21T14:00:00+00:00,Manchester City,Brighton,2,1,1
2023-10-21T14:00:00+00:00,Newcastle,Crystal Palace,4,0,1
2023-10-21T14:00:00+00:00,Nottingham Forest,Luton,2,2,0
2023-10-21T19:00:00+00:00,Sheffield Utd,Manchester United,1,2,2
2023-10-23T19:00:00+00:00,Tottenham,Fulham,2,0,1
2023-10-28T14:00:00+00:00,Bournemouth,Burnley,2,1,1
2023-10-28T14:00:00+00:00,Arsenal,Sheffield Utd,5,0,1
2023-10-29T14:00:00+00:00,Aston Villa,Luton,3,1,1
2023-10-29T14:00:00+00:00,Brighton,Fulham,1,1,0
2023-10-28T11:30:00+00:00,Chelsea,Brentford,0,2,2
2023-10-27T19:00:00+00:00,Crystal Palace,Tottenham,1,2,2
2023-10-29T14:00:00+00:00,Liverpool,Nottingham Forest,3,0,1
2023-10-29T15:30:00+00:00,Manchester United,Manchester City,0,3,2
2023-10-29T13:00:00+00:00,West Ham,Everton,0,1,2
2023-10-28T16:30:00+00:00,Wolves,Newcastle,2,2,0
2023-11-04T15:00:00+00:00,Brentford,West Ham,3,2,1
2023-11-04T15:00:00+00:00,Burnley,Crystal Palace,0,2,2
2023-11-04T15:00:00+00:00,Everton,Brighton,1,1,0
2023-11-04T12:30:00+00:00,Fulham,Manchester United,0,1,2
2023-11-05T16:30:00+00:00,Luton,Liverpool,1,1,0
2023-11-04T15:00:00+00:00,Manchester City,Bournemouth,6,1,1
2023-11-04T17:30:00+00:00,Newcastle,Arsenal,1,0,1
2023-11-05T14:00:00+00:00,Nottingham Forest,Aston Villa,2,0,1
2023-11-04T15:00:00+00:00,Sheffield Utd,Wolves,2,1,1
2023-11-06T20:00:00+00:00,Tottenham,Chelsea,1,4,2
2023-11-11T17:30:00+00:00,Bournemouth,Newcastle,2,0,1
2023-11-11T15:00:00+00:00,Arsenal,Burnley,3,1,1
2023-11-12T14:00:00+00:00,Aston Villa,Fulham,3,1,1
2023-11-12T14:00:00+00:00,Brighton,Sheffield Utd,1,1,0
2023-11-12T16:30:00+00:00,Chelsea,Manchester City,4,4,0
2023-11-11T15:00:00+00:00,Crystal Palace,Everton,2,3,2
2023-11-12T14:00:00+00:00,Liverpool,Brentford,3,0,1
2023-11-11T15:00:00+00:00,Manchester United,Luton,1,0,1
2023-11-12T14:00:00+00:00,West Ham,Nottingham Forest,3,2,1
2023-11-11T12:30:00+00:00,Wolves,Tottenham,2,1,1
2023-11-25T17:30:00+00:00,Brentford,Arsenal,0,1,2
2023-11-25T15:00:00+00:00,Burnley,West Ham,1,2,2
2023-11-26T16:30:00+00:00,Everton,Manchester United,0,3,2
2023-11-27T20:00:00+00:00,Fulham,Wolves,3,2,1
2023-11-25T15:00:00+00:00,Luton,Crystal Palace,2,1,1
2023-11-25T12:30:00+00:00,Manchester City,Liverpool,1,1,0
2023-11-25T15:00:00+00:00,Newcastle,Chelsea,4,1,1
2023-11-25T15:00:00+00:00,Nottingham Forest,Brighton,2,3,2
2023-11-25T15:00:00+00:00,Sheffield Utd,Bournemouth,1,3,2
2023-11-26T14:00:00+00:00,Tottenham,Aston Villa,1,2,2
2023-12-03T14:00:00+00:00,Bournemouth,Aston Villa,2,2,0
2023-12-02T15:00:00+00:00,Arsenal,Wolves,2,1,1
2023-12-02T15:00:00+00:00,Brentford,Luton,3,1,1
2023-12-02T15:00:00+00:00,Burnley,Sheffield Utd,5,0,1
2023-12-03T14:00:00+00:00,Chelsea,Brighton,3,2,1
2023-12-03T14:00:00+00:00,Liverpool,Fulham,4,3,1
2023-12-03T16:30:00+00:00,Manchester City,Tottenham,3,3,0
2023-12-02T20:00:00+00:00,Newcastle,Manchester United,1,0,1
2023-12-02T17:30:00+00:00,Nottingham Forest,Everton,0,1,2
2023-12-03T14:00:00+00:00,West Ham,Crystal Palace,1,1,0
2023-12-06T20:15:00+00:00,Aston Villa,Manchester City,1,0,1
2023-12-06T19:30:00+00:00,Brighton,Brentford,2,1,1
2023-12-07T19:30:00+00:00,Everton,Newcastle,3,0,1
2023-12-06T19:30:00+00:00,Fulham,Nottingham Forest,5,0,1
2023-12-05T20:15:00+00:00,Luton,Arsenal,3,4,2
2023-12-06T19:30:00+00:00,Sheffield Utd,Liverpool,0,2,2
2023-12-07T20:15:00+00:00,Tottenham,West Ham,1,2,2
2023-12-05T19:30:00+00:00,Wolves,Burnley,1,0,1
2023-12-06T19:30:00+00:00,Crystal Palace,Bournemouth,0,2,2
2023-12-06T20:15:00+00:00,Manchester United,Chelsea,2,1,1
2023-12-09T17:30:00+00:00,Aston Villa,Arsenal,1,0,1
2023-12-09T15:00:00+00:00,Brighton,Burnley,1,1,0
2023-12-09T12:30:00+00:00,Crystal Palace,Liverpool,1,2,2
2023-12-10T14:00:00+00:00,Everton,Chelsea,2,0,1
2023-12-10T14:00:00+00:00,Fulham,West Ham,5,0,1
2023-12-10T14:00:00+00:00,Luton,Manchester City,1,2,2
2023-12-09T15:00:00+00:00,Manchester United,Bournemouth,0,3,2
2023-12-09T15:00:00+00:00,Sheffield Utd,Brentford,1,0,1
2023-12-10T16:30:00+00:00,Tottenham,Newcastle,4,1,1
2023-12-09T15:00:00+00:00,Wolves,Nottingham Forest,1,1,0
2023-12-17T14:00:00+00:00,Arsenal,Brighton,2,0,1
2023-12-17T14:00:00+00:00,Brentford,Aston Villa,1,2,2
2023-12-16T17:30:00+00:00,Burnley,Everton,0,2,2
2023-12-16T15:00:00+00:00,Chelsea,Sheffield Utd,2,0,1
2023-12-17T16:30:00+00:00,Liverpool,Manchester United,0,0,0
2023-12-16T15:00:00+00:00,Manchester City,Crystal Palace,2,2,0
2023-12-16T15:00:00+00:00,Newcastle,Fulham,3,0,1
2023-12-15T20:00:00+00:00,Nottingham Forest,Tottenham,0,2,2
2023-12-17T14:00:00+00:00,West Ham,Wolves,3,0,1
2023-12-22T20:00:00+00:00,Aston Villa,Sheffield Utd,1,1,0
2023-12-21T20:00:00+00:00,Crystal Palace,Brighton,1,1,0
2023-12-23T15:00:00+00:00,Fulham,Burnley,0,2,2
2023-12-23T17:30:00+00:00,Liverpool,Arsenal,1,1,0
2023-12-23T15:00:00+00:00,Luton,Newcastle,1,0,1
2023-12-23T15:00:00+00:00,Nottingham Forest,Bournemouth,2,3,2
2023-12-23T15:00:00+00:00,Tottenham,Everton,2,1,1
2023-12-23T12:30:00+00:00,West Ham,Manchester United,2,0,1
2023-12-24T13:00:00+00:00,Wolves,Chelsea,2,1,1
2023-12-26T15:00:00+00:00,Bournemouth,Fulham,3,0,1
2023-12-28T20:15:00+00:00,Arsenal,West Ham,0,2,2
2023-12-27T19:30:00+00:00,Brentford,Wolves,1,4,2
2023-12-28T19:30:00+00:00,Brighton,Tottenham,4,2,1
2023-12-26T17:30:00+00:00,Burnley,Liverpool,0,2,2
2023-12-27T19:30:00+00:00,Chelsea,Crystal Palace,2,1,1
2023-12-27T20:15:00+00:00,Everton,Manchester City,1,3,2
2023-12-26T20:00:00+00:00,Manchester United,Aston Villa,3,2,1
2023-12-26T12:30:00+00:00,Newcastle,Nottingham Forest,1,3,2
2023-12-26T15:00:00+00:00,Sheffield Utd,Luton,2,3,2
2023-12-30T15:00:00+00:00,Aston Villa,Burnley,3,2,1
2023-12-30T15:00:00+00:00,Crystal Palace,Brentford,3,1,1
2023-12-31T14:00:00+00:00,Fulham,Arsenal,2,1,1
2023-12-30T12:30:00+00:00,Luton,Chelsea,2,3,2
2023-12-30T15:00:00+00:00,Manchester City,Sheffield Utd,2,0,1
2023-12-30T17:30:00+00:00,Nottingham Forest,Manchester United,2,1,1
2023-12-31T14:00:00+00:00,Tottenham,Bournemouth,3,1,1
2023-12-30T15:00:00+00:00,Wolves,Everton,3,0,1
